100	3
175	4
306	9
535	13
936	39
1638	45
2866	98
5015	148
8776	268
15358	472
26876	817
47033	1658
82307	2495
144037	4410
252064	7780
441112	13547
771946	23675
1350905	41811
2364083	73268
4137145	128508
7240004	231381
12670007	399326
22172512	689180
38801896	1232444
67903320	2135071
118830808	3773237
207953920	6770758
363919360	14975665
